Endpoint,StatusCode,Count,TPS,Avg,P90,P95
"app- /v3/product-specifications",200,14098,"3.85","3.53","4.00","4.04"
"app- v3/products/",200,52649,"14.39","5.19","6.00","7.03"
"app- v3/products/",404,52590,"14.37","3.84","4.00","5.00"
"app- /v3/ensemble-collections/",200,5233,"1.43","4.37","5.00","5.00"
"app- /v3/items/",20,1,"0.00",,,
"app- /v3/items/",200,121304,"33.15","5.31","6.00","7.00"
"app- v3/customization-models/",200,9,"0.00","4.67","5.20","5.60"
